,sentiment
2018-06-02,0.0444192545494629
2018-06-03,0.058965304082491586
2018-06-04,0.09304126984126984
2018-06-05,0.020208550749845393
2018-06-06,0.05233004524410775
2018-06-07,0.016636355542605556
2018-06-08,0.021553989651416125
2018-06-09,0.054041666666666675
2018-06-10,0.09772817460317461
2018-06-11,0.009519513551149354
2018-06-12,0.07408223558125902
2018-06-13,0.03529886349653791
2018-06-14,0.04997095959595959
2018-06-15,0.057901014755853464
2018-06-16,0.06540584415584416
2018-06-17,0.2150043402777778
2018-06-18,0.0690069264069264
2018-06-19,0.02132257257257258
2018-06-20,-0.002479745370370375
2018-06-21,0.02148399315738025
2018-06-22,-0.0007719485100437494
2018-06-23,-0.010905732198835642
2018-06-24,0.029970238095238102
2018-06-25,0.025911835748792265
2018-06-26,0.02205109126984127
2018-06-27,-0.001540365636347776
2018-06-28,0.09827249428811931
2018-06-29,0.04194893009037746
2018-06-30,-0.004493496472663135
2018-07-01,0.051704603909465026
2018-07-02,0.027817489410231346
2018-07-03,0.03288865214646465
2018-07-04,0.18280476190476194
2018-07-05,0.030408868092691624
2018-07-06,0.028060980475753183
2018-07-07,0.025220351664796095
2018-07-08,0.07456428571428572
2018-07-09,-0.0420302353896104
2018-07-10,0.042176413146240724
2018-07-11,0.010675955988455993
2018-07-12,0.01235334713595583
2018-07-13,0.0038793621767759688
2018-07-14,0.042401510412594164
2018-07-15,-0.0054861111111111065
2018-07-16,0.05489229321125873
2018-07-17,0.02060335497835498
2018-07-18,0.06040313852813853
2018-07-19,-0.0026041666666666644
2018-07-20,0.059956179441473564
2018-07-21,0.023296857463524126
2018-07-22,0.0022204184704184785
2018-07-23,0.04691558441558441
2018-07-24,0.010182178932178935
2018-07-25,0.0670352659618964
2018-07-26,0.04589793437015658
2018-07-27,0.07579511634199133
2018-07-28,0.005595994507284829
2018-07-29,0.07245921516754851
2018-07-30,0.04414564436885865
2018-07-31,0.04375699137132065
2018-08-01,0.03089047947002492
2018-08-02,0.05037285923141186
2018-08-03,0.027643451319921904
2018-08-04,0.0713397581254724
2018-08-05,-0.05071147987814654
2018-08-06,0.03340158730158729
2018-08-07,0.03758689378254596
2018-08-08,0.10847348484848485
2018-08-09,0.052625738563238565
2018-08-10,0.07984058565955118
2018-08-11,0.0943717265245043
2018-08-12,0.01957745443856555
2018-08-13,0.08408631243308662
2018-08-14,0.047712265512265505
2018-08-15,0.059816101866883124
2018-08-16,0.06831614758698092
2018-08-17,0.027146907673223458
2018-08-18,0.0680639097744361
2018-08-19,-0.12284544159544161
2018-08-20,0.1116785198928056
2018-08-21,0.0327932098765432
2018-08-22,0.1255204396573444
2018-08-23,0.04578041628913722
2018-08-24,0.11739319785153117
2018-08-25,0.09297979797979798
2018-08-26,0.05422289666854884
2018-08-27,0.054718481107369994
2018-08-28,0.08712542483101693
2018-08-29,0.11232526858991701
2018-08-30,-0.03324263038548753
2018-08-31,0.0835544979010888
2018-09-01,0.07765505050505052
2018-09-02,0.10372831869599111
2018-09-03,-0.04497986694677871
2018-09-04,0.09331449414782748
2018-09-05,-0.005421002958881751
2018-09-06,0.16901429258572115
2018-09-07,0.08806648091187566
2018-09-08,0.06981378066378066
2018-09-09,0.008644240019240022
2018-09-10,0.04160049569771792
2018-09-11,0.06119350066319764
2018-09-12,0.07247980299021967
2018-09-13,0.062349952607305546
2018-09-14,0.05127408724088412
2018-09-15,0.03160915060468631
2018-09-16,-0.015711254409171076
2018-09-17,0.0013979802126353861
2018-09-18,0.10135375494071146
2018-09-19,0.06964586339586341
2018-09-20,0.057726030768999514
2018-09-21,0.06419454966329965
2018-09-22,0.0943192274714014
2018-09-23,0.03660592156685907
2018-09-24,-0.028883661348939122
2018-09-25,0.08691333626116238
2018-09-26,0.0693876775888971
2018-09-27,0.12359999999999999
2018-09-28,0.033708175505050494
2018-09-29,0.1033101578556124
2018-09-30,0.0667361111111111
2018-10-01,-0.005293847566574836
2018-10-02,0.14662170619235837
2018-10-03,0.08690509259259259
2018-10-04,0.0916650883838384
2018-10-05,0.02197318007662836
2018-10-06,0.016270700199271626
2018-10-07,-0.022814318783068804
2018-10-08,0.008997264309764311
2018-10-09,0.06380246565029173
2018-10-10,0.06551767676767678
2018-10-11,0.018750721500721497
2018-10-12,-0.00657617845117845
2018-10-13,0.10132090132090132
2018-10-14,0.013402580492424241
2018-10-15,0.04843168527379054
2018-10-16,-0.06292249417249417
2018-10-17,-0.425
2018-10-18,
2018-10-19,
2018-10-20,
2018-10-21,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-27,
2018-10-28,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-03,
2018-11-04,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-10,0.0
2018-11-11,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-17,
2018-11-18,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-22,
2018-11-23,
2018-11-24,
2018-11-25,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-01,
2018-12-02,
2018-12-03,
2018-12-04,
2018-12-05,
2018-12-06,
2018-12-07,
2018-12-08,
2018-12-09,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-15,
2018-12-16,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-22,
2018-12-23,
2018-12-24,
2018-12-25,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-29,
2018-12-30,
2018-12-31,
2019-01-01,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-05,
2019-01-06,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-12,
2019-01-13,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,
2019-01-23,0.0
2019-01-24,
2019-01-25,
2019-01-26,
2019-01-27,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-02,
2019-02-03,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-09,
2019-02-10,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-23,
2019-02-24,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-02,
2019-03-03,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-09,
2019-03-10,
2019-03-11,
2019-03-12,
2019-03-13,0.016666666666666666
2019-03-14,
2019-03-15,
2019-03-16,
2019-03-17,
2019-03-18,0.0
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-23,
2019-03-24,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-03-30,
2019-03-31,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-06,
2019-04-07,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-13,
2019-04-14,
2019-04-15,
2019-04-16,0.0
2019-04-17,
2019-04-18,
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-27,
2019-04-28,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-11,
2019-05-12,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-18,
2019-05-19,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-01,
2019-06-02,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,-0.001971275252525248
2019-06-19,-0.007394190630797779
2019-06-20,0.036006748707641575
2019-06-21,0.021464974419519875
2019-06-22,-0.009103084415584415
2019-06-23,0.036473765432098765
2019-06-24,0.014506072631072639
2019-06-25,0.01154590548340549
2019-06-26,0.10613290644540643
2019-06-27,0.008377425044091715
2019-06-28,0.15911458333333334
2019-06-29,0.04376929012345679
2019-06-30,
2019-07-01,
2019-07-02,-0.040569384319384325
2019-07-03,-0.01198578833447255
2019-07-04,0.0026560108662381466
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,0.015123224728487886
2019-07-10,-0.03038636363636364
2019-07-11,0.0024865958694083702
2019-07-12,0.033894347117003364
2019-07-13,0.005611844859530047
2019-07-14,0.02385314370557425
2019-07-15,-0.007515519781144775
2019-07-16,-0.06142676767676768
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-28,
2019-11-29,
2019-11-30,
2019-12-01,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-07,
2019-12-08,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-14,
2019-12-15,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-21,
2019-12-22,
2019-12-23,
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,
2019-12-28,
2019-12-29,
2019-12-30,
2019-12-31,
2020-01-01,
